"event.id","visible","timestamp","location.long","location.lat","manually.marked.outlier","sensor.type","individual.taxon.canonical.name","tag.local.identifier","individual.local.identifier","study.name","utm.easting","utm.northing","utm.zone"
1730675,"true","2009-07-11 00:44:00.000",-99.68456,29.43478,NA,"radio-transmitter","Tadarida brasiliensis",7565,"Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",433604.015955012,3256352.00758159,"14N"
1730676,"true","2009-07-11 00:46:43.000",-99.67642,29.43764,NA,"radio-transmitter","Tadarida brasiliensis",7565,"Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",434395.378546217,3256664.29486039,"14N"
1730677,"true","2009-07-11 00:48:33.000",-99.68902,29.44718,NA,"radio-transmitter","Tadarida brasiliensis",7565,"Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",433179.548172924,3257728.51203185,"14N"
1730678,"true","2009-07-11 00:52:32.000",-99.69436,29.45305,NA,"radio-transmitter","Tadarida brasiliensis",7565,"Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",432665.542954079,3258382.00013698,"14N"
1730679,"true","2009-07-11 00:54:26.000",-99.70941,29.45806,NA,"radio-transmitter","Tadarida brasiliensis",7565,"Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",431209.434849184,3258945.91691346,"14N"
1730680,"true","2009-07-11 00:55:24.000",-99.72277,29.45698,NA,"radio-transmitter","Tadarida brasiliensis",7565,"Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",429913.155192977,3258834.21234683,"14N"
1730681,"true","2009-07-11 00:56:59.000",-99.72835,29.46558,NA,"radio-transmitter","Tadarida brasiliensis",7565,"Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",429378.006921613,3259790.49435852,"14N"
1730682,"true","2009-07-11 00:58:47.000",-99.73038,29.4672,NA,"radio-transmitter","Tadarida brasiliensis",7565,"Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",429182.294967598,3259971.22920898,"14N"
1730683,"true","2009-07-11 01:01:38.000",-99.7333,29.47761,NA,"radio-transmitter","Tadarida brasiliensis",7565,"Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",428906.427208513,3261126.47773817,"14N"
1730684,"true","2009-07-11 01:07:49.000",-99.73537,29.4884,NA,"radio-transmitter","Tadarida brasiliensis",7565,"Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",428713.287194508,3262323.3206258,"14N"
1730685,"true","2009-07-11 01:09:42.000",-99.7375,29.48718,NA,"radio-transmitter","Tadarida brasiliensis",7565,"Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",428505.942686193,3262189.44591286,"14N"
1730686,"true","2009-07-11 01:12:44.000",-99.75232,29.48933,NA,"radio-transmitter","Tadarida brasiliensis",7565,"Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",427070.773075934,3262436.87034873,"14N"
1730687,"true","2009-07-11 01:13:28.000",-99.74195,29.48804,NA,"radio-transmitter","Tadarida brasiliensis",7565,"Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",428075.149772841,3262287.47934243,"14N"
1730690,"true","2009-07-11 01:17:15.000",-99.7574,29.48394,NA,"radio-transmitter","Tadarida brasiliensis",7565,"Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",426574.421301457,3261842.82799634,"14N"
