event-id,visible,timestamp,location-long,location-lat,manually-marked-outlier,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name,utm-easting,utm-northing,utm-zone
1730685,true,2009-07-11 01:09:42.000,-99.7375,29.48718,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",428505.9426861928,3262189.4459128627,"14N"
1730686,true,2009-07-11 01:12:44.000,-99.75232,29.48933,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",427070.77307593403,3262436.870348732,"14N"
1730687,true,2009-07-11 01:13:28.000,-99.74195,29.48804,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",428075.149772841,3262287.479342426,"14N"
1730690,true,2009-07-11 01:17:15.000,-99.7574,29.48394,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",426574.4213014568,3261842.827996338,"14N"
1730691,true,2009-07-11 01:19:38.000,-99.75989,29.48369,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",426332.8419367045,3261816.700125754,"14N"
1730692,true,2009-07-11 01:22:05.000,-99.76824,29.47979,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",425520.47849468683,3261389.8756766506,"14N"
1730693,true,2009-07-11 01:23:18.000,-99.775,29.48717,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",424870.5319173818,3262211.9583020546,"14N"
1730694,true,2009-07-11 01:25:17.000,-99.7824,29.49276,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",424157.3076098535,3262836.1572911283,"14N"
1730695,true,2009-07-11 01:27:02.000,-99.78898,29.49535,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",423521.3939368693,3263127.4489215296,"14N"
1730696,true,2009-07-11 01:28:49.000,-99.78928,29.4984,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",423494.60534049466,3263465.6017699433,"14N"
1730697,true,2009-07-11 01:30:20.000,-99.78963,29.50196,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",423463.35570721165,3263860.29842085,"14N"
1730698,true,2009-07-11 01:32:57.000,-99.79186,29.50131,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",423246.7106497368,3263789.744184323,"14N"
1730699,true,2009-07-11 01:36:22.000,-99.79085,29.4991,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",423342.94647194934,3263544.198775321,"14N"
1730700,true,2009-07-11 01:39:45.000,-99.79475,29.49414,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",422961.15330157557,3262997.1809187075,"14N"
1730701,true,2009-07-11 01:42:12.000,-99.80272,29.49715,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",422190.8584905039,3263336.007844135,"14N"
1730702,true,2009-07-11 01:44:04.000,-99.80266,29.49572,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",422195.58158634143,3263177.5161354104,"14N"
1730703,true,2009-07-11 01:46:24.000,-99.80909,29.49795,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",421573.9977320896,3263428.928904373,"14N"
1730704,true,2009-07-11 01:48:18.000,-99.8213,29.50159,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",420393.2741025693,3263840.553661195,"14N"
1730705,true,2009-07-11 01:51:57.000,-99.82649,29.50526,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",419893.09032913763,3264250.7734260224,"14N"
1730706,true,2009-07-11 01:55:07.000,-99.83495,29.50849,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",419075.6503656531,3264614.5324681383,"14N"
1730707,true,2009-07-11 01:58:48.000,-99.83298,29.50733,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",419265.67163175874,3264484.6285736156,"14N"
1730708,true,2009-07-11 02:02:01.000,-99.84286,29.51664,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",418315.51993706264,3265523.132066668,"14N"
1730709,true,2009-07-11 02:05:51.000,-99.8403,29.51843,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",418565.06092290813,3265719.6795622925,"14N"
1730710,true,2009-07-11 02:11:57.000,-99.84788,29.52756,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",417837.8200159609,3266736.6746018156,"14N"
1730711,true,2009-07-11 02:17:55.000,-99.84607,29.52852,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",418013.9954180118,3266841.7708224766,"14N"
1730712,true,2009-07-11 02:21:07.000,-99.84157,29.5304,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",418451.57958170195,3267046.921366389,"14N"
1730713,true,2009-07-11 02:21:34.000,-99.83715,29.53563,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",418884.0689854298,3267623.3459207322,"14N"
1730714,true,2009-07-11 02:29:37.000,-99.82627,29.52559,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",419930.42016487196,3266503.306946581,"14N"
1730715,true,2009-07-11 02:34:07.000,-99.81805,29.52799,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",420728.8776785522,3266763.6078959126,"14N"
1730716,true,2009-07-11 02:40:25.000,-99.80937,29.5302,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",421571.72591011616,3267002.6011138344,"14N"
1730717,true,2009-07-11 02:45:38.000,-99.79041,29.53171,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",423410.1562833382,3267157.274499381,"14N"
1730718,true,2009-07-11 02:48:17.000,-99.78125,29.525,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",424292.7818228675,3266407.768368337,"14N"
1730719,true,2009-07-11 02:52:15.000,-99.77107,29.53237,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",425284.72509724257,3267217.817906302,"14N"
1730720,true,2009-07-11 02:53:32.000,-99.76294,29.52846,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",426069.68783716357,3266779.370431155,"14N"
1730721,true,2009-07-11 02:58:19.000,-99.75677,29.5313,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",426669.6391831349,3267090.1490073106,"14N"
1730722,true,2009-07-11 03:03:04.000,-99.74987,29.53431,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",427340.414856262,3267419.33927734,"14N"
1730723,true,2009-07-11 03:08:00.000,-99.75301,29.5383,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",427039.01618746977,3267863.4195349193,"14N"
1730724,true,2009-07-11 03:12:16.000,-99.7444,29.53555,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",427871.33282967797,3267553.3303900133,"14N"
1730725,true,2009-07-11 03:12:39.000,-99.74009,29.53134,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",428285.9921126823,3267084.173861084,"14N"
1730726,true,2009-07-11 03:14:51.000,-99.73843,29.53036,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",428446.1592912415,3266974.5619072793,"14N"
1730727,true,2009-07-11 03:18:24.000,-99.73525,29.52171,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",428748.24819507025,3266014.1463085255,"14N"
1730728,true,2009-07-11 03:21:01.000,-99.73083,29.51833,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",429174.24053847004,3265636.925771908,"14N"
1730729,true,2009-07-11 03:26:06.000,-99.72755,29.51391,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",429489.05474057264,3265145.1759797493,"14N"
1730730,true,2009-07-11 03:30:09.000,-99.71994,29.50941,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",430223.5162265778,3264641.9660625714,"14N"
1730731,true,2009-07-11 03:34:22.000,-99.72111,29.50216,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",430105.13707215403,3263839.336844312,"14N"
1730732,true,2009-07-11 03:39:49.000,-99.71461,29.49698,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",430731.65286556387,3263261.4836020214,"14N"
1730733,true,2009-07-11 03:47:05.000,-99.70822,29.49337,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",431348.6282672654,3262857.6940006465,"14N"
1730734,true,2009-07-11 03:48:35.000,-99.70367,29.48564,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",431784.51602316287,3261998.504348188,"14N"
1730735,true,2009-07-11 03:56:43.000,-99.70079,29.47335,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",432055.52044029057,3260635.042662275,"14N"
1730736,true,2009-07-11 03:59:41.000,-99.69951,29.46396,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",432173.3756330691,3259593.851666355,"14N"
1730737,true,2009-07-11 04:01:39.000,-99.69066,29.44504,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",433019.09343276115,3257492.3350592614,"14N"
1730738,true,2009-07-11 04:04:00.000,-99.68456,29.43478,,"radio-transmitter","Tadarida brasiliensis","7565","Bat 2","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",433604.0159550124,3256352.0075815944,"14N"
1730533,true,2009-07-15 00:22:49.000,-99.68456,29.43478,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",433604.0159550124,3256352.0075815944,"14N"
1730534,true,2009-07-15 00:24:49.000,-99.66267,29.43268,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",435725.87092231994,3256107.0547796316,"14N"
1730535,true,2009-07-15 00:26:39.000,-99.69567,29.44165,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",432530.96418894664,3257119.6026214096,"14N"
1730536,true,2009-07-15 00:29:23.000,-99.70248,29.45844,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",431881.6994299015,3258983.9500455656,"14N"
1730537,true,2009-07-15 00:30:14.000,-99.70815,29.47455,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",431342.7279434937,3260772.3242546185,"14N"
1730538,true,2009-07-15 00:31:31.000,-99.73332,29.48962,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",428912.8714149151,3262457.2479376737,"14N"
1730539,true,2009-07-15 00:35:07.000,-99.74741,29.50765,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",427559.79770352494,3264463.7436895645,"14N"
1730540,true,2009-07-15 00:36:42.000,-99.75009,29.51506,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",427305.33524378145,3265286.479563186,"14N"
1730541,true,2009-07-15 00:38:53.000,-99.75647,29.53126,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",426698.6809545107,3267085.527566245,"14N"
1730542,true,2009-07-15 00:42:49.000,-99.76638,29.55292,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",425754.21025841095,3269491.8665145366,"14N"
1730543,true,2009-07-15 00:43:48.000,-99.77827,29.54472,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",424596.2008283088,3268590.9177890546,"14N"
1730544,true,2009-07-15 00:44:52.000,-99.77853,29.5605,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",424582.7286080121,3270339.603514573,"14N"
1730545,true,2009-07-15 00:46:33.000,-99.79535,29.5519,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",422946.7729902154,3269397.7119284016,"14N"
1730546,true,2009-07-15 00:49:35.000,-99.79008,29.5724,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",423472.8003698986,3271665.7548511066,"14N"
1730547,true,2009-07-15 00:50:54.000,-99.78892,29.57075,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",423583.91925453115,3271482.160229035,"14N"
1730548,true,2009-07-15 00:54:11.000,-99.78493,29.57221,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",423971.5035281209,3271641.3176428075,"14N"
1730549,true,2009-07-15 00:57:49.000,-99.79388,29.58424,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",423113.6935238523,3272980.215209389,"14N"
1730550,true,2009-07-15 00:59:25.000,-99.80436,29.59388,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",422106.0892299887,3274055.382805929,"14N"
1730551,true,2009-07-15 01:00:29.000,-99.8062,29.61586,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",421944.82938825066,3276492.1603979855,"14N"
1730552,true,2009-07-15 01:05:42.000,-99.79202,29.62307,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",423323.2214635783,3277281.6166552077,"14N"
1730553,true,2009-07-15 01:09:28.000,-99.79401,29.63982,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",423143.27764175134,3279138.9586721812,"14N"
1730554,true,2009-07-15 01:10:07.000,-99.79244,29.65096,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",423303.6969721301,3280372.3147716946,"14N"
1730555,true,2009-07-15 01:11:27.000,-99.79399,29.6495,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",423152.5661464438,3280211.5630816007,"14N"
1730556,true,2009-07-15 01:14:45.000,-99.79084,29.66319,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",423467.8141101849,3281726.4352237955,"14N"
1730557,true,2009-07-15 01:16:21.000,-99.79072,29.66893,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",423483.77205323963,3282362.3933419352,"14N"
1730558,true,2009-07-15 01:18:27.000,-99.78939,29.67281,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",423615.4097791016,3282791.4497740753,"14N"
1730559,true,2009-07-15 01:23:59.000,-99.78168,29.69978,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",424381.67815518193,3285774.880889836,"14N"
1730560,true,2009-07-15 01:26:28.000,-99.77761,29.70374,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",424778.3660577766,3286211.027180692,"14N"
1730561,true,2009-07-15 01:29:08.000,-99.77189,29.71304,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",425338.5847503889,3287237.837136066,"14N"
1730562,true,2009-07-15 01:34:03.000,-99.7747,29.72157,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",425073.11347433185,3288184.8524062466,"14N"
1730563,true,2009-07-15 01:37:53.000,-99.76582,29.74715,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",425950.7811804111,3291013.614200413,"14N"
1730564,true,2009-07-15 01:43:55.000,-99.76007,29.76853,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",426522.38070731756,3293379.037240836,"14N"
1730565,true,2009-07-15 01:48:09.000,-99.75952,29.76539,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",426573.2619512365,3293030.746382364,"14N"
1730566,true,2009-07-15 01:54:47.000,-99.75036,29.7529,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",427449.835603641,3291640.949955851,"14N"
1730567,true,2009-07-15 02:01:58.000,-99.73985,29.75314,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",428466.21698289015,3291660.9854074726,"14N"
1730568,true,2009-07-15 02:06:54.000,-99.7229,29.74273,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",430097.88265215774,3290497.0876748003,"14N"
1730569,true,2009-07-15 02:14:02.000,-99.71811,29.72022,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",430545.56806973496,3287999.9087462495,"14N"
1730570,true,2009-07-15 02:21:43.000,-99.69997,29.71916,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",432299.3732597161,3287871.687907475,"14N"
1730571,true,2009-07-15 02:27:28.000,-99.69721,29.70617,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",432557.6434272285,3286430.6850713105,"14N"
1730572,true,2009-07-15 02:30:17.000,-99.69473,29.69804,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",432792.13161179406,3285528.377777906,"14N"
1730573,true,2009-07-15 02:38:01.000,-99.68934,29.68909,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",433307.6599723556,3284533.5340911676,"14N"
1730574,true,2009-07-15 02:38:30.000,-99.68201,29.68688,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",434015.39711514633,3284284.44712,"14N"
1730575,true,2009-07-15 02:47:13.000,-99.67239,29.67683,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",434939.6844325573,3283165.3914170405,"14N"
1730576,true,2009-07-15 02:48:29.000,-99.67441,29.66892,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",434739.1175035326,3282290.049024942,"14N"
1730577,true,2009-07-15 02:57:45.000,-99.6642,29.64543,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",435712.20455378876,3279681.498773995,"14N"
1730578,true,2009-07-15 03:01:41.000,-99.65822,29.64084,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",436288.1308356312,3279169.5956715345,"14N"
1730579,true,2009-07-15 03:06:29.000,-99.66267,29.6344,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",435853.3053527591,3278458.4617862687,"14N"
1730580,true,2009-07-15 03:11:29.000,-99.65543,29.62643,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",436549.160913457,3277571.354550114,"14N"
1730581,true,2009-07-15 03:19:07.000,-99.64048,29.61303,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",437988.26766067895,3276078.4721604087,"14N"
1730582,true,2009-07-15 03:24:53.000,-99.62445,29.61063,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",439538.903649534,3275804.0739355385,"14N"
1730583,true,2009-07-15 03:27:24.000,-99.61122,29.60564,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",440816.9824073373,3275244.332644806,"14N"
1730584,true,2009-07-15 03:30:04.000,-99.61011,29.6044,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",440923.7404233598,3275106.3688476738,"14N"
1730585,true,2009-07-15 03:37:15.000,-99.61635,29.59425,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",440313.54030920047,3273984.896123219,"14N"
1730586,true,2009-07-15 03:42:55.000,-99.62591,29.58484,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",439382.1200246057,3272947.1812511967,"14N"
1730587,true,2009-07-15 03:47:46.000,-99.61991,29.58332,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",439962.3176974249,3272775.6392575633,"14N"
1730588,true,2009-07-15 04:07:54.000,-99.62655,29.53233,,"radio-transmitter","Tadarida brasiliensis","578","Bat 6","Flight speed in Brazilian free-tailed bats (data from McCracken et al. 2016)",439288.7477320966,3267129.191132515,"14N"
